2.99792458e+09   3.28139365e-06
9.99308193e+09   1.45457102e-05
3.12283810e+10   7.42695358e-05
5.25951681e+10   1.62555745e-04
9.99308193e+10   4.83161862e-04
1.15304792e+11   6.22148921e-04
1.49896229e+11   9.98829995e-04
1.99861639e+11   1.69994232e-03
2.30609583e+11   2.18834323e-03
2.99792458e+11   3.47036515e-03
3.74740572e+11   5.41242781e-03
4.99654097e+11   1.06276232e-02
5.99584916e+11   1.67338983e-02
6.66205462e+11   2.26621142e-02
8.56549880e+11   4.10472904e-02
1.19916983e+12   8.71374833e-02
1.49896229e+12   1.71653966e-01
1.93414489e+12   3.81587537e-01
1.99861639e+12   3.09694996e-01
2.06753419e+12   1.69594550e-01
2.12618765e+12   1.93332776e-01
2.25407863e+12   2.45045318e-01
2.36057054e+12   4.59342657e-01
2.49827048e+12   2.64978084e-01
2.60689094e+12   3.36051714e-01
2.72538598e+12   4.99652001e-01
2.82823074e+12   3.22704745e-01
2.99792458e+12   5.56340496e-01
3.52697009e+12   9.18991008e-01
4.28274940e+12   2.51759174e+00
4.99654097e+12   3.55544567e+00
5.99584916e+12   5.89739387e+00
6.58305793e+12   8.61113975e+00
6.91562764e+12   8.81771575e+00
7.13791567e+12   8.28312219e+00
7.49481145e+12   7.51252123e+00
7.78681709e+12   6.79248746e+00
8.10249886e+12   6.16055912e+00
8.32756828e+12   5.66292621e+00
8.68963646e+12   5.15667861e+00
9.05717396e+12   4.59226505e+00
9.51722089e+12   4.21999900e+00
1.01624562e+13   4.41629336e+00
1.09015439e+13   5.04876944e+00
1.13129229e+13   5.45518646e+00
1.19916983e+13   5.55789194e+00
1.30344547e+13   6.26566972e+00
1.42758313e+13   7.90380823e+00
1.49896229e+13   9.55095026e+00
1.57785504e+13   1.22420106e+01
1.66551366e+13   1.40817819e+01
1.81692399e+13   1.67987501e+01
1.99861639e+13   1.80459566e+01
2.22068487e+13   2.52234518e+01
2.36057054e+13   2.98226502e+01
2.49827048e+13   3.27687907e+01
2.62975840e+13   2.95157885e+01
2.72538598e+13   2.32139712e+01
2.85516627e+13   1.48927597e+01
2.99792458e+13   1.28671102e+01
3.07479444e+13   1.29787476e+01
3.22357482e+13   1.20831737e+01
3.33102731e+13   7.10341240e+00
3.44589032e+13   5.89022253e+00
3.63384798e+13   4.90506585e+00
3.97076103e+13   5.56875708e+00
4.44136975e+13   8.70522727e+00
5.08122810e+13   1.31450882e+01
5.35343675e+13   5.88279429e+00
5.65646147e+13   3.88656665e+00
5.99584916e+13   4.09076739e+00
6.24567621e+13   4.48609681e+00
6.63257650e+13   6.79897853e+00
7.49481145e+13   5.43401639e+00
7.99446555e+13   5.58191847e+00
8.56549880e+13   7.13573445e+00
8.94902860e+13   1.26348417e+01
9.67072445e+13   9.13157701e+01
1.03376710e+14   8.15610969e+01
1.09015439e+14   1.46652430e+01
1.19916983e+14   6.96278741e+00
1.27571259e+14   7.17127072e+00
1.32067162e+14   7.03144187e+00
1.39438353e+14   7.03472607e+00
1.49896229e+14   6.92694356e+00
1.57785504e+14   7.21000697e+00
